OBJECTNUMMER;Functie;Gedetecteerde_panelen;Vermogen(kwh);LNG;LAT;WKT_LAT_LNG
3656;Wonen;10;2000;4.899.652;52.352.754;POINT(52.352754,4.899652)
3657;Wonen;9.4;2000;4.937.252;52.391.992;POINT(52.391992,4.937252)
3658;Wonen;9;2000;4.880.418;52.383.381;POINT(52.383381,4.880418)
3659;Wonen;9.4;2000;4.954.416;52.386.447;POINT(52.386447,4.954416)
3660;NietWonen;3;1000;4.924.203;52.363.461;POINT(52.363461,4.924203)
3661;Wonen;13;3000;4.858.855;52.370.373;POINT(52.370373,4.858855)
3662;Wonen;3;1000;4.873.553;52.382.904;POINT(52.382904,4.873553)
3663;Wonen;9.4;2000;4.933.794;523.915;POINT(52.3915,4.933794)
3664;Wonen;9.4;2000;4.931.301;52.391.662;POINT(52.391662,4.931301)
3665;NietWonen;22;5000;4.860.189;52.360.357;POINT(52.360357,4.860189)
3666;Wonen;9.4;2000;4.873.667;52.357.417;POINT(52.357417,4.873667)
3667;Wonen;9.4;2000;4.933.619;52.391.507;POINT(52.391507,4.933619)
3668;NietWonen;3;1000;4.874.701;52.379.845;POINT(52.379845,4.874701)
3669;NietWonen;15;4000;4.811.119;52.330.215;POINT(52.330215,4.811119)
3670;Wonen;14;3000;4.907.639;52.412.327;POINT(52.412327,4.907639)
3671;Wonen;9.4;2000;4.877.189;52.357.229;POINT(52.357229,4.877189)
3672;Wonen;9.4;2000;4.906.467;52.417.528;POINT(52.417528,4.906467)
3673;Wonen;9.4;2000;4.927.568;52.353.235;POINT(52.353235,4.927568)
3674;Wonen;12;3000;4.868.601;52.355.039;POINT(52.355039,4.868601)
3675;Wonen;9.4;2000;4.923.649;52.352.261;POINT(52.352261,4.923649)
3676;NietWonen;17;4000;4.941.238;52.369.084;POINT(52.369084,4.941238)
3677;Wonen;9.4;2000;490.647;52.416.599;POINT(52.416599,4.90647)
3678;Wonen;6;1000;491.976;52.356.531;POINT(52.356531,4.91976)
3679;NietWonen;25;6000;4.812.524;52.329.694;POINT(52.329694,4.812524)
3680;Wonen;4;1000;4.887.253;52.353.333;POINT(52.353333,4.887253)
3681;Wonen;18;5000;4.899.048;52.354.621;POINT(52.354621,4.899048)
3682;Wonen;9.4;2000;4.996.608;52.351.269;POINT(52.351269,4.996608)
3683;Wonen;6;1000;4.852.048;52.354.394;POINT(52.354394,4.852048)
3684;Wonen;9.4;2000;4.984.823;52.364.417;POINT(52.364417,4.984823)
3685;NietWonen;8;2000;4.895.888;52.356.238;POINT(52.356238,4.895888)
3686;Wonen;8;2000;4.910.801;52.353.985;POINT(52.353985,4.910801)
3687;Wonen;12;3000;4.852.927;52.354.429;POINT(52.354429,4.852927)
3688;NietWonen;23;6000;4.838.058;52.344.577;POINT(52.344577,4.838058)
3689;Wonen;9.4;2000;4.873.562;52.357.411;POINT(52.357411,4.873562)
3690;NietWonen;3;1000;4.852.636;52.353.528;POINT(52.353528,4.852636)
3691;Wonen;15;4000;4.929.125;52.353.799;POINT(52.353799,4.929125)
3692;Wonen;12;3000;4.872.964;52.356.096;POINT(52.356096,4.872964)
3693;NietWonen;7;2000;4.933.223;52.354.933;POINT(52.354933,4.933223)
3694;Wonen;17;4000;48.704;52.362.117;POINT(52.362117,4.8704)
3695;Wonen;20;5000;4.909.942;52.354.779;POINT(52.354779,4.909942)
3696;Wonen;9.4;2000;4.934.747;52.391.415;POINT(52.391415,4.934747)
3697;NietWonen;120;31000;4.958.617;52.355.513;POINT(52.355513,4.958617)
3698;NietWonen;46;12000;4.812.266;52.329.852;POINT(52.329852,4.812266)
3699;Wonen;6;1000;4.854.116;52.353.923;POINT(52.353923,4.854116)
3700;Wonen;9.4;2000;4.924.715;52.392.072;POINT(52.392072,4.924715)
3701;Wonen;9.4;2000;4.922.334;52.398.621;POINT(52.398621,4.922334)
3702;NietWonen;56;14000;486.994;52.381.884;POINT(52.381884,4.86994)
3703;Wonen;20;5000;4.876.838;52.355.549;POINT(52.355549,4.876838)
3704;Wonen;9.4;2000;4.856.911;52.322.769;POINT(52.322769,4.856911)
3705;Wonen;9;2000;4.873.344;52.382.868;POINT(52.382868,4.873344)
3706;Wonen;9.4;2000;4.933.137;5.239.172;POINT(52.39172,4.933137)
3707;NietWonen;30;7000;4.871.743;52.369.345;POINT(52.369345,4.871743)
3708;Wonen;9.4;2000;4.931.373;52.354.563;POINT(52.354563,4.931373)
3709;NietWonen;34;8000;4.897.678;52.353.214;POINT(52.353214,4.897678)
3710;Wonen;9.4;2000;4.925.488;52.342.724;POINT(52.342724,4.925488)
3711;Wonen;9.4;2000;4.924.324;52.343.066;POINT(52.343066,4.924324)
3712;Wonen;9;2000;4.919.035;52.358.264;POINT(52.358264,4.919035)
3713;Wonen;9.4;2000;4.932.768;5.239.155;POINT(52.39155,4.932768)
3714;Wonen;14;4000;4.920.851;52.358.734;POINT(52.358734,4.920851)
3715;Wonen;9.4;2000;4.891.503;5.241.571;POINT(52.41571,4.891503)
3716;NietWonen;13;3000;4.909.012;52.365.279;POINT(52.365279,4.909012)
3717;NietWonen;425;104000;4.908.168;52.376.138;POINT(52.376138,4.908168)
3718;NietWonen;24;6000;491.604;52.364.287;POINT(52.364287,4.91604)
3719;NietWonen;17;4000;4.892.491;52.361.299;POINT(52.361299,4.892491)
3720;NietWonen;9.4;2000;4.889.395;52.363.967;POINT(52.363967,4.889395)
3721;Wonen;9;2000;4.924.536;52.341.789;POINT(52.341789,4.924536)
3722;NietWonen;8;2000;5.009.378;52.350.198;POINT(52.350198,5.009378)
3723;Wonen;14;4000;4.928.618;52.353.488;POINT(52.353488,4.928618)
3724;Wonen;9.4;2000;4.861.706;52.354.284;POINT(52.354284,4.861706)
3725;Wonen;3;1000;4.873.325;5.237.237;POINT(52.37237,4.873325)
3726;Wonen;4;1000;4.877.514;52.380.611;POINT(52.380611,4.877514)
3727;NietWonen;9.4;2000;4.954.361;52.358.951;POINT(52.358951,4.954361)
3728;Wonen;3;1000;4.897.489;52.353.609;POINT(52.353609,4.897489)
3729;Wonen;9.4;2000;4.929.106;52.391.351;POINT(52.391351,4.929106)
3730;Wonen;9.4;2000;4.851.338;52.349.628;POINT(52.349628,4.851338)
3731;NietWonen;9.4;2000;5.008.791;5.235.051;POINT(52.35051,5.008791)
3732;Wonen;11;3000;4.880.553;52.354.294;POINT(52.354294,4.880553)
3733;Wonen;9.4;2000;4.933.929;52.351.936;POINT(52.351936,4.933929)
3734;Wonen;13;3000;4.931.938;5.235.519;POINT(52.35519,4.931938)
3735;Wonen;13;3000;4.897.464;52.372.649;POINT(52.372649,4.897464)
3736;Wonen;6;1000;4.919.201;52.358.306;POINT(52.358306,4.919201)
3737;NietWonen;40;10000;4.812.603;52.329.767;POINT(52.329767,4.812603)
3738;Wonen;9.4;2000;4.907.696;52.412.239;POINT(52.412239,4.907696)
3739;NietWonen;9.4;2000;4.873.171;52.357.343;POINT(52.357343,4.873171)
3740;Wonen;9.4;2000;4.907.889;52.413.644;POINT(52.413644,4.907889)
3741;Wonen;3;1000;4.866.376;52.361.107;POINT(52.361107,4.866376)
3742;Wonen;9.4;2000;4.930.698;52.354.997;POINT(52.354997,4.930698)
3743;Wonen;6;2000;4.899.495;52.354.967;POINT(52.354967,4.899495)
3744;NietWonen;80;20000;4.905.565;52.368.747;POINT(52.368747,4.905565)
3745;Wonen;9.4;2000;4.924.429;52.343.129;POINT(52.343129,4.924429)
3746;Wonen;9;2000;4.885.611;5.235.315;POINT(52.35315,4.885611)
3747;Wonen;12;3000;4.880.753;52.354.022;POINT(52.354022,4.880753)
3748;NietWonen;192;48000;4.894.246;52.374.586;POINT(52.374586,4.894246)
3749;Wonen;8;2000;4.872.013;52.355.825;POINT(52.355825,4.872013)
3750;Wonen;9.4;2000;4.933.389;52.354.701;POINT(52.354701,4.933389)
3751;Wonen;9.4;2000;4.961.542;5.238.329;POINT(52.38329,4.961542)
3752;Wonen;12;3000;4.858.844;52.372.953;POINT(52.372953,4.858844)
3753;NietWonen;7;2000;48.873;52.354.768;POINT(52.354768,4.8873)
3754;Wonen;9.4;2000;499.394;52.393.601;POINT(52.393601,4.99394)
3755;NietWonen;4;1000;487.494;52.358.222;POINT(52.358222,4.87494)
3756;Wonen;5;1000;4.873.783;52.369.972;POINT(52.369972,4.873783)
3757;Wonen;9.4;2000;4.994.879;52.353.288;POINT(52.353288,4.994879)
3758;Wonen;9.4;2000;4.871.447;52.356.882;POINT(52.356882,4.871447)
3759;NietWonen;36;9000;4.812.764;52.329.911;POINT(52.329911,4.812764)
3760;Wonen;9.4;2000;4.872.627;52.354.446;POINT(52.354446,4.872627)
3761;Wonen;14;3000;4.877.161;52.365.113;POINT(52.365113,4.877161)
3762;Wonen;9.4;2000;4.925.866;52.354.531;POINT(52.354531,4.925866)
3763;Wonen;5;1000;490.108;52.357.404;POINT(52.357404,4.90108)
3764;NietWonen;6;1000;4.867.686;5.236.168;POINT(52.36168,4.867686)
3765;NietWonen;3;1000;4.897.921;52.416.052;POINT(52.416052,4.897921)
3766;Wonen;11;3000;4.892.868;52.354.864;POINT(52.354864,4.892868)
3767;Wonen;18;5000;4.903.776;52.356.967;POINT(52.356967,4.903776)
3768;NietWonen;137;35000;4.959.025;52.356.018;POINT(52.356018,4.959025)
3769;Wonen;11;3000;487.095;52.362.266;POINT(52.362266,4.87095)
3770;Wonen;16;4000;4.885.502;5.235.369;POINT(52.35369,4.885502)
3771;Wonen;9.4;2000;4.875.716;52.356.527;POINT(52.356527,4.875716)
3772;Wonen;4;1000;4.893.717;52.352.288;POINT(52.352288,4.893717)
3773;Wonen;9.4;2000;489.466;52.419.624;POINT(52.419624,4.89466)
3774;NietWonen;10;2000;481.239;52.329.963;POINT(52.329963,4.81239)
3775;Wonen;14;4000;487.465;52.375.119;POINT(52.375119,4.87465)
3776;Wonen;9.4;2000;4.800.126;52.341.218;POINT(52.341218,4.800126)
3777;Wonen;10;2000;4.861.029;523.588;POINT(52.3588,4.861029)
3778;Wonen;6;1000;4.866.756;52.362.561;POINT(52.362561,4.866756)
3779;Wonen;12;3000;4.931.126;52.355.739;POINT(52.355739,4.931126)
3780;Wonen;9.4;2000;4.907.845;52.413.381;POINT(52.413381,4.907845)
3781;Wonen;9.4;2000;4.985.551;52.315.733;POINT(52.315733,4.985551)
3782;Wonen;9.4;2000;4.852.506;52.353.898;POINT(52.353898,4.852506)
3783;Wonen;9.4;2000;4.907.139;52.414.803;POINT(52.414803,4.907139)
3784;Wonen;9.4;2000;490.641;52.418.764;POINT(52.418764,4.90641)
3785;Wonen;9.4;2000;4.798.544;52.341.394;POINT(52.341394,4.798544)
3786;Wonen;12;3000;4.895.475;52.355.034;POINT(52.355034,4.895475)
3787;Wonen;9.4;2000;4.924.142;5.235.924;POINT(52.35924,4.924142)
3788;Wonen;13;3000;4.847.305;52.346.206;POINT(52.346206,4.847305)
3789;Wonen;9.4;2000;4.996.094;52.353.648;POINT(52.353648,4.996094)
3790;Wonen;3;1000;4.923.799;52.359.144;POINT(52.359144,4.923799)
3791;Wonen;3;1000;486.654;52.361.144;POINT(52.361144,4.86654)
3792;Wonen;9.4;2000;4.922.952;52.397.548;POINT(52.397548,4.922952)
3793;NietWonen;7;2000;488.853;5.235.447;POINT(52.35447,4.88853)
3794;Wonen;3;1000;4.923.364;52.357.555;POINT(52.357555,4.923364)
3795;Wonen;6;1000;489.206;52.356.228;POINT(52.356228,4.89206)
3796;Wonen;9.4;2000;486.397;52.366.703;POINT(52.366703,4.86397)
3797;Wonen;5;1000;4.859.308;52.358.143;POINT(52.358143,4.859308)
3798;Wonen;9.4;2000;4.926.272;52.342.847;POINT(52.342847,4.926272)
3799;NietWonen;5;1000;481.235;52.329.927;POINT(52.329927,4.81235)
3800;Wonen;9.4;2000;4.894.478;52.419.587;POINT(52.419587,4.894478)
3801;NietWonen;32;8000;489.175;52.356.244;POINT(52.356244,4.89175)
3802;Wonen;3;1000;492.706;52.355.064;POINT(52.355064,4.92706)
3803;Wonen;6;2000;4.876.839;52.380.888;POINT(52.380888,4.876839)
3804;Wonen;6;1000;4.873.748;52.354.728;POINT(52.354728,4.873748)
3805;Wonen;16;4000;4.875.141;52.364.522;POINT(52.364522,4.875141)
3806;Wonen;9.4;2000;4.933.641;5.235.454;POINT(52.35454,4.933641)
3807;Wonen;9.4;2000;4.860.082;52.358.474;POINT(52.358474,4.860082)
3808;Wonen;3;1000;4.873.619;52.382.917;POINT(52.382917,4.873619)
3809;Wonen;9.4;2000;4.923.839;52.342.028;POINT(52.342028,4.923839)
3810;Wonen;5;1000;4.919.369;52.358.352;POINT(52.358352,4.919369)
3811;Wonen;9.4;2000;4.934.496;52.353.589;POINT(52.353589,4.934496)
3812;Wonen;2;0;4.932.945;52.364.931;POINT(52.364931,4.932945)
3813;Wonen;9.4;2000;4.876.677;5.235.709;POINT(52.35709,4.876677)
3814;NietWonen;9;2000;5.009.233;52.350.274;POINT(52.350274,5.009233)
3815;Wonen;9.4;2000;4.933.459;52.354.666;POINT(52.354666,4.933459)
3816;NietWonen;12;3000;4.872.973;52.366.589;POINT(52.366589,4.872973)
3817;NietWonen;9;2000;4.888.885;52.362.068;POINT(52.362068,4.888885)
3818;Wonen;12;3000;4.888.796;52.377.736;POINT(52.377736,4.888796)
3819;NietWonen;34;8000;4.891.308;52.375.617;POINT(52.375617,4.891308)
3820;NietWonen;26;7000;4.891.644;52.360.573;POINT(52.360573,4.891644)
3821;Wonen;9;2000;4.885.765;52.364.587;POINT(52.364587,4.885765)
3822;NietWonen;11;3000;4.882.774;523.826;POINT(52.3826,4.882774)
3823;Wonen;9.4;2000;4.882.323;52.376.556;POINT(52.376556,4.882323)
3824;Wonen;8;2000;4.879.798;52.370.453;POINT(52.370453,4.879798)
3825;NietWonen;171;42000;4.893.137;52.374.495;POINT(52.374495,4.893137)
3826;NietWonen;9.4;2000;4.922.609;52.368.978;POINT(52.368978,4.922609)
3827;Wonen;23;6000;4.930.314;52.368.668;POINT(52.368668,4.930314)
3828;Wonen;19;5000;4.877.509;5.237.364;POINT(52.37364,4.877509)
3829;Wonen;9.4;2000;4.884.017;52.379.167;POINT(52.379167,4.884017)
3830;NietWonen;27;7000;4.904.987;52.364.213;POINT(52.364213,4.904987)
3831;NietWonen;19;5000;4.906.886;52.365.785;POINT(52.365785,4.906886)
3832;Wonen;3;1000;4.880.454;52.375.102;POINT(52.375102,4.880454)
3833;Wonen;4;1000;4.881.299;52.368.808;POINT(52.368808,4.881299)
3834;Wonen;6;1000;4.880.684;52.374.096;POINT(52.374096,4.880684)
3835;NietWonen;3;1000;4.880.763;52.374.113;POINT(52.374113,4.880763)
3836;NietWonen;3;1000;4.880.842;52.374.131;POINT(52.374131,4.880842)
3837;Wonen;32;8000;4.916.572;52.369.681;POINT(52.369681,4.916572)
3838;Wonen;14;3000;4.916.891;52.369.501;POINT(52.369501,4.916891)
3839;NietWonen;69;18000;4.911.711;52.365.092;POINT(52.365092,4.911711)
3840;Wonen;4;1000;4.911.629;52.365.862;POINT(52.365862,4.911629)
3841;Wonen;28;7000;4.909.839;5.236.685;POINT(52.36685,4.909839)
3842;NietWonen;33;8000;4.928.269;52.366.941;POINT(52.366941,4.928269)
3843;NietWonen;20;5000;4.922.447;52.368.767;POINT(52.368767,4.922447)
3844;NietWonen;22;5000;4.923.293;52.368.586;POINT(52.368586,4.923293)
3845;NietWonen;30;7000;4.923.387;52.368.705;POINT(52.368705,4.923387)
3846;NietWonen;22;5000;4.922.785;52.368.651;POINT(52.368651,4.922785)
3847;Wonen;35;9000;4.923.383;52.369.434;POINT(52.369434,4.923383)
3848;NietWonen;160;39000;491.248;52.366.732;POINT(52.366732,4.91248)
3849;Wonen;15;4000;4.924.138;52.369.419;POINT(52.369419,4.924138)
3850;Wonen;23;6000;4.924.077;52.369.876;POINT(52.369876,4.924077)
3851;Wonen;27;7000;4.929.671;52.368.309;POINT(52.368309,4.929671)
3852;Wonen;25;6000;4.923.927;52.369.792;POINT(52.369792,4.923927)
3853;Wonen;60;15000;4.923.813;52.369.606;POINT(52.369606,4.923813)
3854;NietWonen;109;27000;4.911.176;52.368.282;POINT(52.368282,4.911176)
3855;NietWonen;77;19000;4.908.077;52.372.169;POINT(52.372169,4.908077)
3856;NietWonen;16;4000;4.929.972;52.371.186;POINT(52.371186,4.929972)
3857;Wonen;20;5000;4.906.447;52.360.631;POINT(52.360631,4.906447)
3858;Wonen;78;20000;4.931.499;52.369.382;POINT(52.369382,4.931499)
3859;NietWonen;9.4;2000;4.904.547;52.364.101;POINT(52.364101,4.904547)
3860;NietWonen;9.4;2000;4.904.614;52.364.113;POINT(52.364113,4.904614)
3861;NietWonen;18;4000;4.899.199;52.363.118;POINT(52.363118,4.899199)
3862;NietWonen;3;1000;4.896.635;5.236.231;POINT(52.36231,4.896635)
3863;Wonen;13;3000;4.903.324;52.373.199;POINT(52.373199,4.903324)
3864;NietWonen;8;2000;4.898.976;5.236.271;POINT(52.36271,4.898976)
3865;NietWonen;18;4000;4.903.377;52.367.518;POINT(52.367518,4.903377)
3866;Wonen;9.4;2000;4.884.606;52.366.061;POINT(52.366061,4.884606)
3867;Wonen;9.4;2000;48.855;52.366.857;POINT(52.366857,4.8855)
3868;NietWonen;12;3000;4.885.603;52.372.473;POINT(52.372473,4.885603)
3869;NietWonen;4;1000;4.885.065;52.363.436;POINT(52.363436,4.885065)
3870;Wonen;3;1000;4.884.655;52.384.481;POINT(52.384481,4.884655)
3871;NietWonen;6;1000;4.885.992;52.361.777;POINT(52.361777,4.885992)
3872;NietWonen;13;3000;4.884.613;52.379.996;POINT(52.379996,4.884613)
3873;Wonen;5;1000;4.882.259;52.375.476;POINT(52.375476,4.882259)
3874;NietWonen;4;1000;4.881.759;52.377.576;POINT(52.377576,4.881759)
3875;Wonen;5;1000;4.880.233;52.379.778;POINT(52.379778,4.880233)
3876;Wonen;9.4;2000;4.881.975;52.367.871;POINT(52.367871,4.881975)
3877;Wonen;12;3000;4.880.231;52.376.703;POINT(52.376703,4.880231)
3878;NietWonen;18;5000;4.877.929;52.370.939;POINT(52.370939,4.877929)
3879;Wonen;6;1000;4.879.009;52.375.241;POINT(52.375241,4.879009)
3880;Wonen;10;2000;48.792;5.237.503;POINT(52.37503,4.8792)
3881;NietWonen;7;2000;4.877.243;52.373.702;POINT(52.373702,4.877243)
3882;Wonen;4;1000;4.884.157;52.366.981;POINT(52.366981,4.884157)
3883;NietWonen;6;1000;4.890.954;52.362.613;POINT(52.362613,4.890954)
3884;Wonen;5;1000;4.892.461;52.363.286;POINT(52.363286,4.892461)
3885;NietWonen;5;1000;489.281;52.377.195;POINT(52.377195,4.89281)
3886;NietWonen;16;4000;4.892.209;52.377.766;POINT(52.377766,4.892209)
3887;NietWonen;34;8000;4.892.351;52.374.399;POINT(52.374399,4.892351)
3888;Wonen;9.4;2000;4.892.154;52.379.678;POINT(52.379678,4.892154)
3889;Wonen;3;1000;4.889.379;5.238.546;POINT(52.38546,4.889379)
3890;Wonen;9.4;2000;4.888.845;52.384.805;POINT(52.384805,4.888845)
3891;NietWonen;8;2000;4.890.029;52.363.358;POINT(52.363358,4.890029)
3892;NietWonen;16;4000;4.885.704;52.383.635;POINT(52.383635,4.885704)
3893;Wonen;10;3000;4.886.255;52.370.893;POINT(52.370893,4.886255)
3894;NietWonen;6;1000;4.887.879;52.384.962;POINT(52.384962,4.887879)
3895;Wonen;16;4000;4.883.444;52.382.925;POINT(52.382925,4.883444)
3896;Wonen;10;2000;4.887.686;52.386.617;POINT(52.386617,4.887686)
3897;NietWonen;12;3000;4.887.742;52.387.876;POINT(52.387876,4.887742)
3898;NietWonen;1;0;4.887.448;52.377.587;POINT(52.377587,4.887448)
3899;NietWonen;14;3000;4.886.925;52.365.216;POINT(52.365216,4.886925)
3900;NietWonen;5;1000;4.887.199;52.382.377;POINT(52.382377,4.887199)
3901;Wonen;18;4000;4.896.496;5.235.868;POINT(52.35868,4.896496)
3902;NietWonen;18;4000;489.709;52.376.879;POINT(52.376879,4.89709)
3903;NietWonen;3;1000;4.898.111;52.368.289;POINT(52.368289,4.898111)
3904;Wonen;12;3000;4.897.346;52.362.736;POINT(52.362736,4.897346)
3905;NietWonen;4;1000;4.896.565;52.371.923;POINT(52.371923,4.896565)
3906;NietWonen;34;9000;4.893.673;52.372.369;POINT(52.372369,4.893673)
3907;NietWonen;41;10000;489.265;52.375.177;POINT(52.375177,4.89265)
3908;Wonen;7;2000;4.892.733;52.379.494;POINT(52.379494,4.892733)
3909;NietWonen;5;1000;4.895.404;52.362.586;POINT(52.362586,4.895404)
3910;Wonen;6;1000;4.895.852;52.360.285;POINT(52.360285,4.895852)
3911;Wonen;12;3000;4.895.308;52.360.843;POINT(52.360843,4.895308)
3912;Wonen;6;1000;4.894.838;52.361.162;POINT(52.361162,4.894838)
3913;Wonen;2;0;4.890.709;5.237.633;POINT(52.37633,4.890709)
3914;NietWonen;35;9000;4.917.048;52.368.887;POINT(52.368887,4.917048)
3915;NietWonen;168;41000;4.920.434;5.236.608;POINT(52.36608,4.920434)
3916;Wonen;10;2000;4.932.099;52.370.664;POINT(52.370664,4.932099)
3917;Wonen;5;1000;4.932.204;52.370.664;POINT(52.370664,4.932204)
3918;NietWonen;137;34000;4.932.148;52.370.951;POINT(52.370951,4.932148)
3919;Wonen;46;12000;4.930.326;52.368.343;POINT(52.368343,4.930326)
3920;NietWonen;6;2000;4.908.522;5.236.357;POINT(52.36357,4.908522)
3921;Wonen;22;5000;4.916.783;52.369.385;POINT(52.369385,4.916783)
3922;Wonen;28;7000;4.916.756;52.369.606;POINT(52.369606,4.916756)
3923;NietWonen;10;3000;4.908.624;52.368.825;POINT(52.368825,4.908624)
3924;Wonen;3;1000;4.910.607;5.236.272;POINT(52.36272,4.910607)
3925;Wonen;3;1000;4.910.211;52.363.895;POINT(52.363895,4.910211)
3926;Wonen;9.4;2000;4.908.394;52.370.688;POINT(52.370688,4.908394)
3927;Wonen;16;4000;4.916.345;52.369.759;POINT(52.369759,4.916345)
3928;Wonen;9.4;2000;4.910.051;52.367.796;POINT(52.367796,4.910051)
3929;NietWonen;29;7000;4.922.624;52.368.707;POINT(52.368707,4.922624)
3930;Wonen;32;8000;4.923.622;52.369.343;POINT(52.369343,4.923622)
3931;Wonen;34;8000;4.923.773;52.369.196;POINT(52.369196,4.923773)
3932;Wonen;27;7000;4.923.516;52.369.038;POINT(52.369038,4.923516)
3933;Wonen;65;16000;4.923.191;52.369.224;POINT(52.369224,4.923191)
3934;NietWonen;74;18000;4.923.059;52.368.907;POINT(52.368907,4.923059)
3935;Wonen;8;2000;4.913.762;52.369.761;POINT(52.369761,4.913762)
3936;Wonen;6;1000;4.921.722;52.363.952;POINT(52.363952,4.921722)
3937;NietWonen;20;5000;4.905.147;52.364.203;POINT(52.364203,4.905147)
3938;NietWonen;28;7000;490.525;52.364.221;POINT(52.364221,4.90525)
3939;NietWonen;11;3000;4.905.351;52.364.241;POINT(52.364241,4.905351)
3940;NietWonen;9.4;2000;4.904.749;52.364.138;POINT(52.364138,4.904749)
3941;NietWonen;9.4;2000;4.904.681;52.364.125;POINT(52.364125,4.904681)
3942;Wonen;3;1000;4.903.815;52.372.229;POINT(52.372229,4.903815)
3943;Wonen;6;1000;4.904.306;52.363.385;POINT(52.363385,4.904306)
3944;NietWonen;30;8000;4.901.091;52.360.856;POINT(52.360856,4.901091)
3945;NietWonen;32;8000;4.902.801;52.367.183;POINT(52.367183,4.902801)
3946;NietWonen;8;2000;490.142;52.361.801;POINT(52.361801,4.90142)
3947;Wonen;2;0;4.890.414;52.410.111;POINT(52.410111,4.890414)
3948;Wonen;18;5000;4.774.101;52.373.217;POINT(52.373217,4.774101)
3949;Wonen;6;1000;4.982.072;52.327.847;POINT(52.327847,4.982072)
3950;NietWonen;176;43000;4.932.495;52.368.905;POINT(52.368905,4.932495)
3951;NietWonen;20;5000;4.891.621;52.383.841;POINT(52.383841,4.891621)
3952;Wonen;58;14000;4.929.169;52.367.953;POINT(52.367953,4.929169)
3953;Wonen;12;3000;4.884.218;52.371.332;POINT(52.371332,4.884218)
3954;NietWonen;12;3000;4.895.777;52.359.497;POINT(52.359497,4.895777)
3955;NietWonen;364;89000;4.900.894;52.367.846;POINT(52.367846,4.900894)
3956;NietWonen;9.4;2000;4.904.884;52.364.163;POINT(52.364163,4.904884)
3957;NietWonen;9.4;2000;4.904.816;5.236.415;POINT(52.36415,4.904816)
3958;NietWonen;16;4000;4.895.656;52.370.816;POINT(52.370816,4.895656)
3959;NietWonen;21;5000;4.765.832;52.378.053;POINT(52.378053,4.765832)
3960;Wonen;6;1000;4.934.652;52.391.389;POINT(52.391389,4.934652)
3961;NietWonen;4;1000;4.809.169;52.348.384;POINT(52.348384,4.809169)
3962;Wonen;12;3000;4.775.892;52.366.976;POINT(52.366976,4.775892)
3963;Wonen;9;2000;4.999.725;52.350.831;POINT(52.350831,4.999725)
3964;NietWonen;72;18000;4.965.332;52.409.653;POINT(52.409653,4.965332)
3965;Wonen;8;2000;4.807.902;52.379.294;POINT(52.379294,4.807902)
3966;Wonen;6;1000;4.884.889;52.354.824;POINT(52.354824,4.884889)
3967;Wonen;31;8000;4.786.993;52.368.202;POINT(52.368202,4.786993)
3968;Wonen;2;0;488.491;52.412.181;POINT(52.412181,4.88491)
3969;Wonen;5;1000;4.966.664;52.407.395;POINT(52.407395,4.966664)
3970;NietWonen;68;17000;4.867.877;52.380.955;POINT(52.380955,4.867877)
3971;Wonen;6;1000;498.166;52.327.444;POINT(52.327444,4.98166)
3972;Wonen;3;1000;4.882.707;52.414.452;POINT(52.414452,4.882707)
3973;NietWonen;68;17000;4.845.592;52.370.216;POINT(52.370216,4.845592)
3974;NietWonen;617;155000;4.847.894;52.404.216;POINT(52.404216,4.847894)
3975;NietWonen;169;42000;4.848.923;52.404.001;POINT(52.404001,4.848923)
3976;NietWonen;108;26000;4.948.475;52.343.123;POINT(52.343123,4.948475)
3977;NietWonen;40;10000;4.975.164;52.361.359;POINT(52.361359,4.975164)
3978;Wonen;87;21000;4.865.905;52.359.745;POINT(52.359745,4.865905)
3979;Wonen;6;2000;4.914.617;52.405.891;POINT(52.405891,4.914617)
